34196 71447
1468 11158 9453
68 3886 38923
7998 13283 291
1628 1629 621
1871 15914 106
1972 6961 761
870 21464 164
4229 9013 241
4670 27766 450
6966 22532 308
33104 33155 27
6813 29320 453
512 8479 15902
1625 24475 114
1697 4547 187
620 6394 35360
201 30254 84
8331 22171 181
136 2841 5800
12269 26097 504
19607 30292 151
8314 27235 189
12117 12388 99
1468 2901 10047
2367 24657 594
5544 23742 490
1359 27364 302
1449 9090 14953
4600 27490 805
29956 30351 89
6408 19768 1185
7802 8015 367
10230 33726 153
68 13074 41192
10842 18046 1539
663 19550 8434
13876 29764 87
917 12953 32821
584 10870 901
3438 18186 6178
4248 23052 166
460 1204 646
13718 28136 110
3644 26528 1307
3378 4292 107
941 1650 730
2174 22822 7373
2174 20419 7982
1867 18334 770
212 579 22156
567 2020 630
1273 33447 9754
1058 3443 243
78 3163 5948
136 5880 5206
1559 8986 497
3644 26898 1417
4394 31971 576
11798 22439 197
136 7160 4505
604 14516 3233
2364 23991 6051
447 2077 225
663 10948 8480
4090 12814 160
212 4071 21052
1731 11549 5623
917 3841 39465
597 3712 2862
136 5027 4902
917 12494 39285
9784 18306 113
919 7933 2675
1972 8328 983
12657 16780 1729
552 18080 4818
11717 18368 2205
2364 2497 4688
5224 19930 107
16425 24337 926
212 11519 25973
356 28479 617
481 16780 5371
608 6967 2829
400 2411 2265
356 8311 499
917 5493 39204
15044 29060 64
2736 31603 1331
68 9292 33609
577 29791 14368
620 27079 34127
620 9082 30747
3805 12085 825
1807 10787 1377
2174 27806 6791
912 20347 3059
7413 7544 300
2297 3356 1050
2547 13373 208
1944 17367 316
10094 14009 923
481 512 18705
23384 25335 283
1609 8041 1650
917 24079 39930
3260 7524 366
881 7991 37
1005 25305 44
620 4473 35474
9310 30672 127
68 8604 36895
4447 14323 105
1293 6060 303
100 366 716
1900 15375 427
2364 12950 4655
20 366 531
2704 7674 274
22821 27458 1791
3495 15256 306
593 15495 1350
917 4809 36197
2306 20404 2042
360 15011 1159
1395 19038 5152
5628 16499 1436
6769 18686 286
17669 29279 90
1271 28028 5498
1324 22891 50
2329 24152 534
1792 30561 965
1367 2054 5529
1468 5154 10644
8483 26994 309
2174 18400 8022
29960 30332 167
2297 16462 980
1688 3675 3048
1468 11353 9833
12409 17993 178
15217 29754 395
72 366 495
577 2254 12472
4550 7729 977
5110 30460 3205
10354 16668 230
9446 19548 317
9464 31636 36
512 17105 13459
2011 12007 805
4347 10184 394
2329 2455 505
593 1449 17841
3435 3719 148
5661 25018 206
4557 8809 290
1380 27867 901
481 19837 2984
12299 17288 213
1273 10302 11539
4984 9596 653
512 14902 14557
917 10630 34101
20355 25778 126
917 30742 38440
212 3438 24037
353 11983 475
29830 32689 126
917 20538 34146
123 7543 318
29847 30242 85
4394 8944 846
1471 33393 2378
1273 11473 10840
3443 15215 305
6735 10762 132
2364 25821 6098
204 26376 890
1449 9247 14621
68 21018 44680
620 33634 25533
78 10497 8340
68 15877 36209
928 2276 441
212 26538 18160
19136 30158 1162
37 8380 501
620 3342 32029
912 24087 2266
305 4754 248
1880 22818 2504
2936 4984 633
620 29422 30590
1449 8162 20117
19618 30815 518
362 1676 928
1273 4512 11871
1147 1468 9511
1352 6851 785
7554 23026 441
14407 17489 319
1449 14325 16793
68 8781 33529
620 3756 25108
620 15952 26718
262 5725 432
512 12932 12414
7469 33514 2821
612 6825 38
1273 5857 12035
10755 16968 952
18133 22554 182
3276 8693 377
1367 2116 4648
780 18335 3794
656 750 4543
5948 7153 110
3603 22897 76
19620 30159 149
2174 8379 8499
656 18822 3323
212 1800 19284
546 1876 742
19364 31446 227
1239 33456 1536
9729 27599 116
30138 30383 72
584 10650 860
620 27972 31333
13799 21395 249
1758 16630 140
620 12537 35525
899 7817 129
917 24750 27555
1123 8677 890
68 16707 40961
8112 24139 326
495 4729 411
14729 14730 322
919 2309 3071
577 27719 16535
620 19136 32583
1367 12438 4398
512 16038 15001
577 9836 13984
507 2927 821
68 23101 40212
2076 14934 178
16430 25133 61
390 2571 1669
577 4872 12316
3675 19161 2469
1756 9137 106
548 20712 184
13549 21522 787
609 22473 369
360 1026 1653
620 21882 32089
212 12137 20110
212 9749 18420
2364 24604 4529
926 5587 750
68 2215 46954
3677 15638 227
512 8914 12893
552 14863 3775
2399 2622 120
512 6395 14559
577 2774 16546
1468 33637 9422
2068 16893 297
26043 27042 226
212 27761 19641
4238 9558 905
608 15096 2318
11876 16897 122
137 10669 923
2174 15507 8868
2306 2604 2207
400 5610 2273
390 5504 1655
165 471 1316
2232 28122 154
20658 21857 1569
590 15937 57
5110 30103 3047
85 16803 324
620 5079 25194
10552 14047 107
597 9892 789
620 33989 36904
915 1271 6755
1867 18840 665
8944 32675 502
10992 11493 213
943 16168 624
5389 5678 669
6392 7469 2227
4984 9279 875
24210 24850 66
1199 10189 211
10535 20883 105
5931 31998 245
455 2927 1091
1040 22063 72
212 15349 23244
795 8887 2143
1880 9854 2913
7806 20609 210
400 6096 1956
30014 30880 1512
1880 22170 2503
2123 2128 996
68 4339 36565
1449 6567 18920
23879 25017 62
3391 8202 248
3438 6813 7562
512 3641 15402
3452 8361 298
15037 29114 496
4346 23147 441
622 3213 125
3438 18165 6810
243 24443 104
15795 21313 229
15095 18236 117
917 8032 39283
1335 1880 3379
3438 26120 5707
917 5555 34819
2189 15078 1044
1449 2903 14482
9085 10448 413
1609 5493 2398
1468 16763 10341
1449 33586 17857
207 10651 2483
620 18254 36700
2141 3438 6529
1807 18443 1936
196 3675 4039
9828 12191 1807
955 2351 1279
1273 19692 12207
3438 8504 6556
871 889 2808
24445 24584 118
19421 30265 361
8169 11683 103
13056 32945 152
13117 33068 214
212 21400 25869
3652 10852 105
772 25671 140
1449 4600 17185
584 19036 981
917 2312 36799
68 26634 37137
779 1185 389
889 1605 1142
78 19887 8465
604 18577 3410
21042 22787 749
19476 22716 52
9999 21194 401
1395 26797 5375
3505 18058 2004
17302 17686 376
917 7586 33349
212 2841 18564
4407 7377 379
620 7395 32270
4600 5476 1048
2546 20331 416
18368 27125 2558
20327 24889 1551
1605 23666 1294
16195 23416 269
10690 26272 2529
2306 16476 1857
5678 16425 1540
3805 27294 854
584 20646 1036
663 29984 12120
13385 21479 146
212 1044 23229
577 15888 14114
577 10900 13120
23637 25847 347
136 2730 4066
7736 9330 1332
1468 10191 7687
29782 29795 31
68 4390 41700
9571 30697 1111
3571 27170 736
620 13978 29980
3505 27605 3702
470 1731 6198
12923 13212 65
780 10066 3582
16653 28538 113
6883 14729 590
1449 21528 14360
15829 28919 122
68 22994 40661
15635 28493 67
1273 7727 8920
512 9954 11654
663 19255 10614
5110 9469 3145
78 6627 6570
1449 16711 15048
78 4166 7902
14433 24731 827
15026 21857 1405
5391 16510 465
15949 18049 141
369 1468 8554
68 18400 35190
620 13197 28951
255 1468 8402
16425 23740 1079
14407 16145 311
951 11285 4110
917 30823 39196
2011 6613 703
663 32166 9785
2581 7787 530
138 11252 327
917 4786 39681
207 3641 2588
68 33870 39201
663 6014 11148
512 4173 14416
12986 13089 216
1179 6362 292
3491 29224 126
11448 12601 327
68 20193 40058
68 1338 42623
917 3637 39326
663 4821 11520
10842 17315 1314
1583 16172 1498
30930 31062 427
5110 31842 3102
552 10565 3990
1449 12133 15890
48 1128 805
33 8961 401
1273 8634 11063
1224 1629 662
917 7413 36675
1880 2189 4368
1273 3649 9073
129 917 30865
4512 9317 1061
917 26730 34737
514 1731 6548
1271 5594 5303
30129 30777 501
3518 29435 601
917 12639 37845
69 7531 157
78 33947 7507
9901 17152 526
917 7764 28819
6408 23021 1770
1808 11642 4028
168 1771 1450
795 31463 2538
1583 1616 1414
3591 10904 2041
12932 32890 1215
8123 16421 93
9559 32669 153
4626 6939 45
2174 9980 8277
663 10297 11963
917 4119 31722
9474 29882 646
912 25810 2260
3331 14359 144
512 2623 13402
13175 13180 186
68 2146 38670
14729 28939 379
15483 15900 570
2629 24406 33
512 6316 10781
577 16442 12956
13079 32914 92
2736 30412 1332
7589 22643 1540
795 19522 1929
7808 21563 856
1273 10409 10701
5628 13546 1177
212 17281 23221
212 2688 22752
1449 19774 19116
212 14695 23196
1731 12617 6929
230 577 12933
390 5417 1772
1539 5200 218
13094 13096 89
212 18790 26280
212 3931 18968
68 3806 43107
68 1398 38389
5931 29803 270
19569 22617 33
917 3685 37020
19572 30031 57
608 13822 2293
1395 9830 5129
1609 13225 1457
16425 24192 1064
1792 4380 1973
21501 24382 231
552 11801 5095
6963 15701 325
917 11217 40733
719 24654 524
15946 26135 268
1273 20007 8423
15565 15851 588
406 5417 350
917 2835 30952
1468 2825 9379
577 26278 11560
6655 27699 1739
6655 14691 2278
9828 20671 1549
16392 20429 458
16255 16341 213
917 11493 30694
1206 1449 20839
1471 20130 1823
8569 15483 579
174 8245 961
2736 29968 1566
1580 20341 271
2486 20530 536
9665 19560 58
620 34137 26609
2131 18224 200
5362 19716 195
212 29334 25880
437 13971 548
12213 17403 1068
712 11570 688
1271 7077 5721
192 2461 1426
2736 30486 1537
9469 9571 1406
512 16172 15883
68 8435 37311
12204 17409 1117
204 663 9453
191 577 14657
68 18250 34245
620 28330 33938
577 18939 15337
2364 24905 5008
901 1602 755
512 22519 14849
511 5758 724
584 15903 780
13103 30014 2758
917 3333 38673
18044 27116 192
10917 13801 816
68 7260 38082
2364 5417 4739
2364 23913 4639
12384 28087 413
620 10986 30613
1050 8361 104
917 2229 36373
6819 12284 98
2614 25473 725
136 8380 5525
30443 30554 97
8855 9187 115
68 8592 41729
3677 9828 1576
577 14089 14684
5601 5711 208
358 29366 1463
647 7984 619
9295 19158 1060
728 5567 1222
447 1068 1545
251 1273 10588
6655 22057 1959
871 4531 3031
1068 3194 1924
6527 11464 119
1807 12371 1389
192 21743 1158
12674 12932 1343
17686 21161 404
1273 10966 9514
78 1254 5835
3904 23114 586
68 6423 36424
7689 11271 62
8508 14883 108
21493 24789 118
1471 19902 1807
780 7134 4418
8239 9961 685
1273 20051 8509
618 14453 615
620 7675 36041
3819 12108 389
577 22193 11801
656 21472 4979
926 1316 875
1449 29831 17979
136 220 5569
4380 19423 1356
3980 33391 506
30398 32326 32
1449 26837 19227
22630 30016 139
85 1239 1695
1609 23671 1498
1273 10164 10567
1655 2542 726
9740 26665 594
21579 24276 595
6849 26254 449
620 12695 27147
2174 4880 7938
620 10314 27029
11285 24283 1346
12082 26677 221
4922 10156 142
192 2521 1426
29926 32358 101
1468 14201 10124
389 6433 168
15272 18826 167
1449 23050 19482
2629 23595 47
577 11266 15076
11285 28614 1694
8582 19136 1498
212 9939 25955
6603 17590 322
7736 8917 1135
212 18917 26164
1003 33339 272
663 5953 9713
1629 5021 1091
604 2219 4082
11285 16342 1501
21579 21746 559
620 1241 31740
9724 26097 448
481 11344 2645
25469 25746 106
577 1755 16080
451 18478 897
7628 31133 148
16906 22828 383
1123 33502 899
10654 15011 667
1273 23279 12051
4807 6963 246
6999 7589 1878
10690 10743 3569
11252 21195 431
620 8704 33215
6384 33279 65
1273 7356 9067
68 2821 41847
1582 16351 1507
2091 22082 67
917 19199 38722
5661 16381 246
3684 6546 5942
512 2161 15026
20327 20602 1193
1271 20740 5773
6639 6967 196
7134 13435 1216
6340 16780 2087
728 1271 7058
22590 30361 157
6603 15973 308
1807 18050 1811
3505 16023 1602
1660 5501 109
19329 30215 55
1468 24823 10921
871 2685 2252
14839 27047 35
195 432 1057
597 917 28653
511 917 35367
9560 19448 294
512 656 16351
576 13736 1324
620 16640 28458
912 16451 3074
917 12717 33837
68 2058 33786
68 18372 34858
1468 4384 7700
8354 29669 150
3032 14214 1084
287 34150 101
95 604 6015
1808 8430 3009
14394 14828 123
780 1771 3926
14834 28770 53
656 8086 4203
402 8042 488
1107 1367 5773
7919 23349 832
7469 33181 2099
68 2437 40414
1273 29070 9573
78 23092 8264
11251 33168 237
406 2413 165
9581 31597 446
3675 32337 2571
10120 13037 143
11807 12413 769
22821 27259 1710
1352 15515 676
16198 25031 25
1449 23201 19257
212 3868 24836
2194 28369 164
165 7600 1138
5678 13449 564
3079 3904 589
1395 21219 5424
512 928 14657
4292 7093 105
13776 23866 2371
1325 19086 770
9901 27291 522
593 28344 1092
402 2319 526
5492 5703 72
141 998 1095
1559 14180 597
19158 32431 886
5110 22712 2954
5110 30403 3234
13713 21366 51
5527 21562 486
1582 5409 1547
15118 23292 500
1089 26097 455
577 23207 13322
11744 17410 823
68 14102 45031
16202 20482 284
620 5066 34762
1662 5692 131
360 27028 795
30936 32182 130
474 2625 604
68 23695 37899
5678 23800 713
3675 21518 2547
23531 24251 73
14742 18910 66
356 20837 600
917 9056 38505
15207 26322 158
577 28678 14297
18798 21930 71
13458 21651 95
582 1042 999
19315 19478 505
8404 19106 62
284 6579 122
3438 17999 6188
576 12258 1062
620 28007 30436
716 8903 277
3220 16762 135
19348 32252 67
917 5396 34411
982 6243 159
68 2120 35946
9828 10850 1449
780 24545 3735
917 19454 32170
17897 18101 31
1830 3615 524
871 13566 2305
8953 19633 614
7942 13327 613
3234 3675 2939
128 9101 37
10123 21042 703
2432 5790 255
481 593 4410
195 7288 831
8198 13978 120
552 18850 3545
1049 5903 225
917 18044 35632
663 19509 9366
911 25600 244
1273 34108 9329
10893 26327 149
30014 31308 1832
1449 14295 16346
1359 27650 414
380 12763 391
1100 8224 383
19618 30446 531
1405 20824 228
3066 8931 601
2202 6546 5078
620 5967 34667
577 11446 16121
2196 10814 156
11983 18839 342
12237 14843 133
663 9546 11525
6676 13793 2060
665 6741 2554
2174 20718 7788
11567 15284 141
795 31081 1712
512 23787 13656
1271 16172 7176
8225 28007 238
30129 31912 463
9462 9526 677
1808 17795 3739
136 1316 5963
2306 7912 1721
30265 32710 189
2736 9662 1382
30980 32259 114
13345 13473 127
68 10174 38122
917 12469 39597
1449 12333 18514
11285 12777 1572
8291 8310 139
7899 13283 371
13583 21633 32
212 6874 23709
917 10076 30796
2043 6546 5056
1871 12131 137
212 1919 24052
2174 3506 9767
22592 32664 828
2054 27168 1102
2159 12994 472
4246 34024 50
481 7058 2728
10091 12914 600
6546 13721 6232
551 1012 571
4716 22229 166
265 3800 413
620 2977 30318
230 5492 202
620 10241 35877
2885 3236 58
917 2939 31324
917 19532 41092
3712 15137 2067
16425 24590 827
17343 29298 120
50 1238 483
432 598 783
3147 8975 198
6396 7373 709
68 25164 41177
1167 23188 287
1367 30014 6467
620 33482 35986
68 3440 33600
1449 31860 18938
9478 30337 123
4498 13776 2275
7628 31989 124
740 1153 70
1731 11171 6341
5628 25422 1215
620 21970 33020
22742 30698 76
917 10541 39018
212 7380 21731
512 13890 12247
795 1168 2411
1271 2496 6495
165 3065 1095
9558 19649 786
919 16275 2933
4709 21107 120
3877 12530 260
14813 22025 190
10573 26226 183
17289 17877 221
1273 19736 8844
552 13774 4012
5183 6408 1094
365 7040 790
20308 21594 283
620 7303 25804
937 2316 330
8397 18796 312
3438 17300 6557
9902 22867 2303
620 16132 31762
9571 32861 1370
12204 15366 884
2090 6696 59
9571 30066 1477
16295 24771 337
3084 12529 1260
917 16091 31598
2045 10641 776
7300 30486 986
3032 10295 1032
3438 17715 5496
212 21740 21230
6718 27605 1661
5702 7864 143
30862 31240 55
68 796 42402
928 1449 20446
6395 9295 394
1206 6114 267
2174 12213 10453
4891 21229 129
1273 10140 11596
1808 15422 3052
11519 13776 1991
11703 16932 389
917 6433 30399
1449 6299 17455
1468 24760 7324
7598 20043 113
23535 25337 110
30014 31001 1634
608 8301 2910
13775 22449 82
1323 12914 955
15913 20781 344
14376 17983 61
13801 20632 985
1609 4272 1439
1808 19955 2802
3314 6267 980
131 6751 1147
192 13360 1500
620 3171 30138
8328 15483 783
1947 8266 388
1273 4344 10851
212 17132 24878
3577 11885 80
3893 16780 2533
19420 30059 151
212 643 25717
2 24226 343
10690 18990 2603
15217 21857 2069
620 4501 27267
3954 3980 645
3395 22955 184
5439 7930 711
1471 7013 1983
68 3645 43632
68 28517 42156
18368 21116 1887
955 33862 1055
16425 25077 878
146 27001 185
68 9907 39211
1248 5032 160
5599 21716 216
1808 19029 3437
512 9120 13610
17363 21945 59
3438 9902 6426
207 3679 2432
938 25631 565
2054 13783 1343
1369 20860 445
7452 16780 2285
373 16064 478
1395 19059 5138
20144 25021 238
1356 9896 231
3919 5926 501
496 8240 857
5955 7736 1277
481 9050 2858
2174 18425 9412
620 7492 30648
5628 5635 1498
2811 4251 911
212 11577 24645
18199 27673 63
380 1214 755
19225 32316 31
7910 24532 119
1123 7315 790
1238 3034 369
5335 14076 133
6658 14699 126
4394 32507 544
6 577 14093
912 5146 3289
1367 26689 5480
917 33262 36951
23535 24052 129
7524 33956 391
3921 9651 158
9035 20023 71
1273 9000 9424
917 7811 32703
512 9633 12569
620 14097 25900
4398 33651 195
656 19205 3550
212 2194 26225
3685 4664 629
2032 3755 137
212 447 19958
68 11567 46869
6979 8808 58
512 6235 15464
512 3798 14075
795 30323 1898
68 10765 36202
400 21472 3151
926 21592 653
944 21666 41
68 5832 32742
14479 22789 114
1676 3505 2807
212 17188 24661
1449 3052 16694
1449 17819 19734
917 1017 36046
17924 28856 46
512 2671 11950
1273 11497 10797
3644 17440 1192
802 917 40221
30612 31728 242
879 917 34012
22821 27248 1537
771 917 28551
286 620 37471
552 13897 3677
620 8351 35512
5110 32771 3344
68 10913 35003
10535 13801 1053
1120 7736 1101
1373 10634 290
212 10112 21140
212 7622 23403
12845 12914 431
3865 33665 93
68 665 35515
1731 34146 7372
1395 22439 5206
1933 20698 260
4540 10974 108
400 8041 2310
6025 6267 377
1359 26891 298
182 13681 135
136 1273 16112
68 3845 40295
608 6712 2708
1123 4512 2045
620 10029 28159
795 31411 2365
15513 20196 462
577 10667 14559
21580 25189 1236
497 27162 93
2011 3438 8037
25162 25667 133
546 29048 750
25065 25484 412
68 12853 34796
608 11682 1992
3314 6979 531
951 2277 2641
10945 19073 58
19389 32278 36
136 5296 5337
1471 6364 1745
4721 15229 665
1198 33412 935
136 16572 4068
1198 10486 948
1449 19234 18487
795 22693 2117
1880 9817 2203
620 6712 25465
12861 13056 549
1998 21329 97
1449 4088 17652
2174 19075 8934
9902 26796 2106
2020 3478 820
1036 17891 294
2364 21704 5142
805 12468 58
123 6414 333
8245 14406 889
917 28516 34069
192 13590 1088
24961 24968 78
29877 31861 62
3832 13283 1693
951 5584 2562
48 5606 658
620 4746 33895
3084 6242 1239
6006 7433 132
2355 2547 217
15892 20724 434
68 1483 34502
212 1573 21316
13562 23848 263
68 15044 46645
1915 3438 5714
917 28637 37162
23542 24640 113
20842 20987 27
1616 23999 906
395 7865 58
23384 24836 290
1468 5042 7357
21303 27867 374
10125 12204 1198
917 16362 28860
919 14113 3654
3675 26927 3132
78 5171 7367
871 13246 2853
917 13730 28528
3798 4910 1200
1731 7030 7125
1808 6582 2787
6361 12606 850
1449 8755 21241
3438 13850 5820
1067 27281 160
6651 21042 940
663 7588 10046
21521 23624 50
16866 17630 302
22592 31426 892
917 15085 33166
780 1367 6524
10038 21092 145
11909 18400 739
207 9000 2453
1715 14166 997
30519 32501 45
3505 12052 2175
620 22905 32875
68 10633 42399
1920 29165 737
68 22013 34567
68 3167 44490
6349 6408 1199
608 17358 2775
5073 5977 2485
10929 17049 162
604 2123 4686
68 8538 38303
3748 15905 243
620 28414 30885
20144 28802 273
917 8425 32121
7919 24260 1091
577 19052 12745
12606 14185 215
68 17282 43095
3518 11683 542
919 1395 6873
68 27707 46582
141 212 26719
68 12213 34517
1062 6872 68
3579 7483 1082
8108 23891 38
8941 22655 228
6945 18043 222
3743 9887 337
15162 22318 56
7469 12570 2467
3032 7423 816
305 451 1145
3376 7262 291
901 906 1257
917 25473 29762
68 1511 43259
917 4762 36357
24208 25680 178
928 2540 395
1068 2031 1653
2736 9709 1122
1449 26421 17411
2154 3443 285
620 20124 33373
901 6741 3452
6408 11390 1290
959 6741 2544
6766 11791 347
212 20293 19397
30722 32314 452
656 7508 4438
19476 19523 129
1973 2102 64
620 9901 36975
2174 18334 9079
18200 21266 70
68 6513 42898
207 7736 3187
2174 17020 8961
28140 29506 24
1271 8025 6580
29871 29954 307
19550 22594 229
6751 11330 1591
33284 33447 83
397 511 950
620 29023 36260
1273 8939 10630
5156 16780 2521
577 20016 12607
6 1271 6716
9902 17289 1947
10654 21906 379
2840 11426 303
577 14599 15328
912 24723 2928
1944 17370 657
663 12640 9684
212 8357 22680
30955 32821 52
656 7993 4388
4650 17061 672
917 8102 33841
400 1609 3214
2364 24711 4987
